0.0,1716740918033,1.9941697478294373
1.0,1716740928139,1.7427824497222901
2.0,1716740937857,1.6796517372131348
3.0,1716740948030,1.7230871319770813
4.0,1716740957990,1.6945551753044128
5.0,1716740967503,1.687401282787323
6.0,1716740977632,1.6577969670295716
7.0,1716740987617,1.6697500824928284
8.0,1716741003068,1.6263785123825074
9.0,1716741031269,1.6187950730323792
10.0,1716741048919,1.6481530308723449
11.0,1716741062362,1.6525509119033814
12.0,1716741074120,1.6479107975959777
13.0,1716741086271,1.6120107293128967
14.0,1716741098374,1.6332074403762817
15.0,1716741110382,1.6189173817634583
16.0,1716741122102,1.6229600667953492
17.0,1716741133076,1.6412561297416688
18.0,1716741145196,1.6145237922668456
19.0,1716741157257,1.6075983881950378
20.0,1716741169441,1.6231215715408325
21.0,1716741181304,1.604804790019989
22.0,1716741193052,1.6094797611236573
23.0,1716741205629,1.6342023134231567
24.0,1716741218430,1.6317703604698182
25.0,1716741231098,1.6116053223609925
26.0,1716741244102,1.5985907316207886
27.0,1716741256091,1.6272143840789794
28.0,1716741268617,1.6479158759117127
29.0,1716741281871,1.604405438899994
30.0,1716741295273,1.6420826077461244
31.0,1716741308467,1.617286491394043
32.0,1716741321404,1.6210572481155396
33.0,1716741334721,1.6212586760520935
34.0,1716741347497,1.6027905106544496
35.0,1716741359522,1.626048731803894
36.0,1716741372483,1.6096332907676696
37.0,1716741385555,1.6126395344734192
38.0,1716741398649,1.6177555918693542
39.0,1716741412224,1.6158718824386598
40.0,1716741425427,1.6186356782913207
41.0,1716741439765,1.580421233177185
42.0,1716741454119,1.5745327711105346
43.0,1716741466942,1.5759270071983338
44.0,1716741480044,1.592272436618805
45.0,1716741494370,1.5801090478897095
46.0,1716741508625,1.5845788598060608
47.0,1716741522464,1.5967280387878418
48.0,1716741535854,1.587613296508789
49.0,1716741549367,1.5715830087661744
50.0,1716741562871,1.5837754726409912
51.0,1716741576311,1.5888837695121765
52.0,1716741589393,1.5788836479187012
53.0,1716741601941,1.601706600189209
54.0,1716741614783,1.6189016342163085
55.0,1716741628378,1.5957268714904784
56.0,1716741641493,1.5997995734214783
57.0,1716741654999,1.5970935583114625
58.0,1716741668345,1.5773218154907227
59.0,1716741681317,1.5694041967391967
60.0,1716741694802,1.595682644844055
61.0,1716741707476,1.5797532439231872
62.0,1716741719480,1.5832795977592469
63.0,1716741732769,1.5836073398590087
64.0,1716741745940,1.5745191693305969
65.0,1716741758818,1.5867560386657715
66.0,1716741772128,1.5863788723945618
67.0,1716741785163,1.5793583393096924
68.0,1716741797842,1.5725424885749817
69.0,1716741810655,1.5883527398109436
70.0,1716741824052,1.5882903933525085
71.0,1716741837032,1.5854912400245667
72.0,1716741850529,1.5684656262397767
73.0,1716741863860,1.5746070265769958
74.0,1716741877399,1.5810233235359192
75.0,1716741891044,1.5968793511390686
76.0,1716741904141,1.581208848953247
77.0,1716741916141,1.5894909858703614
78.0,1716741929781,1.5786091327667235
79.0,1716741943157,1.575813925266266
80.0,1716741956625,1.5752489924430848
81.0,1716741970126,1.5918851733207702
82.0,1716741982967,1.5620087265968323
83.0,1716741996248,1.5642738699913026
84.0,1716742009658,1.572968101501465
85.0,1716742021802,1.5739848256111144
86.0,1716742035286,1.5800050258636475
87.0,1716742048745,1.573034942150116
88.0,1716742062263,1.5769294619560241
89.0,1716742075838,1.575168287754059
90.0,1716742089264,1.5806558728218079
91.0,1716742105589,1.579901099205017
92.0,1716742117982,1.577020287513733
93.0,1716742130659,1.5771663427352904
94.0,1716742143009,1.5739709973335265
95.0,1716742154843,1.578325629234314
96.0,1716742166727,1.559950053691864
97.0,1716742177531,1.560435152053833
98.0,1716742189197,1.5877415657043457
99.0,1716742200676,1.585165297985077
