0.0,1716739772970,2.298892116546631
1.0,1716739785812,2.2936806201934816
2.0,1716739796479,2.287206435203552
3.0,1716739808451,2.2812211990356444
4.0,1716739820492,2.273331356048584
5.0,1716739832787,2.2604119062423704
6.0,1716739844838,2.253522753715515
7.0,1716739855636,2.235041689872742
8.0,1716739867577,2.2265881299972534
9.0,1716739879966,2.209780788421631
10.0,1716739892050,2.1877190828323365
11.0,1716739903092,2.1785576820373533
12.0,1716739915085,2.1565685272216797
13.0,1716739926963,2.1377663612365723
14.0,1716739938951,2.1283745050430296
15.0,1716739951147,2.099461317062378
16.0,1716739961696,2.078692626953125
17.0,1716739973687,2.073323607444763
18.0,1716739985764,2.053203654289246
19.0,1716739997588,2.0470932722091675
20.0,1716740009181,2.048504853248596
21.0,1716740020077,2.014492690563202
22.0,1716740032233,1.9982903838157653
23.0,1716740043844,2.014554703235626
24.0,1716740055957,1.9973021030426026
25.0,1716740066482,2.000493955612183
26.0,1716740078388,1.9901870489120483
27.0,1716740090406,1.978666615486145
28.0,1716740102564,1.9772131085395812
29.0,1716740114282,1.9862500548362731
30.0,1716740125198,1.976969313621521
31.0,1716740137197,1.9696394085884095
32.0,1716740148975,1.968721616268158
33.0,1716740160496,1.9633501768112183
34.0,1716740171143,1.9653019428253173
35.0,1716740182332,1.9157442808151246
36.0,1716740193693,1.9643878102302552
37.0,1716740205071,1.9336660981178284
38.0,1716740215866,1.9595899701118469
39.0,1716740227739,1.9435750246047974
40.0,1716740239926,1.949805998802185
41.0,1716740251869,1.9369921684265137
42.0,1716740262714,1.9188987970352174
43.0,1716740274835,1.9354259252548218
44.0,1716740286872,1.951545238494873
45.0,1716740298791,1.9337344408035277
46.0,1716740310472,1.9010883688926696
47.0,1716740321163,1.9357059001922607
48.0,1716740332749,1.9314948439598083
49.0,1716740344510,1.900485873222351
50.0,1716740355960,1.910220992565155
51.0,1716740366652,1.9179362416267396
52.0,1716740378292,1.8941545009613037
53.0,1716740390162,1.8921609759330749
54.0,1716740402000,1.9271380305290222
55.0,1716740412574,1.8901978850364685
56.0,1716740424283,1.8824575662612915
57.0,1716740436361,1.8846609354019166
58.0,1716740448360,1.9168264508247375
59.0,1716740459476,1.894202971458435
60.0,1716740470673,1.8973745465278626
61.0,1716740482495,1.8845176219940185
62.0,1716740494573,1.8689246654510498
63.0,1716740506093,1.8847516059875489
64.0,1716740516772,1.8670211434364319
65.0,1716740528596,1.8832974791526795
66.0,1716740540444,1.9036540985107422
67.0,1716740552398,1.88690687417984
68.0,1716740563056,1.8777234554290771
69.0,1716740574396,1.8746140837669372
70.0,1716740586422,1.8822428345680238
71.0,1716740597710,1.8677132725715637
72.0,1716740608539,1.8549033761024476
73.0,1716740620234,1.8957887768745423
74.0,1716740631600,1.867171585559845
75.0,1716740643482,1.8667851567268372
76.0,1716740654358,1.8588969826698303
77.0,1716740665877,1.8591474533081054
78.0,1716740677762,1.8544434905052185
79.0,1716740692341,1.8500325083732605
80.0,1716740705510,1.8426767706871032
81.0,1716740718019,1.8508530020713807
82.0,1716740728609,1.83868807554245
83.0,1716740740105,1.8527201175689698
84.0,1716740750660,1.8642448663711548
85.0,1716740761331,1.824514663219452
86.0,1716740771572,1.8376671910285949
87.0,1716740782015,1.8362980008125305
88.0,1716740792636,1.832913327217102
89.0,1716740802803,1.8585972547531129
90.0,1716740813292,1.8191851258277894
91.0,1716740824034,1.8499884963035584
92.0,1716740834300,1.8523412227630616
93.0,1716740845118,1.8150567770004273
94.0,1716740855467,1.822424340248108
95.0,1716740866054,1.8217180967330933
96.0,1716740876356,1.8621911525726318
97.0,1716740886888,1.831743347644806
98.0,1716740897144,1.8252569556236267
99.0,1716740906934,1.84205664396286
